,prompt,completion
1689,"This is a verse from the Holy Quran
""Is then one who doth know that that which hath been revealed unto thee from thy Lord is the Truth""
 where its mention in the Holy quran?",(Quran 13:19)
1690,"This is a verse from the Holy Quran
""Those who fulfil the covenant of Allah and fail not in their plighted word;""
 where its mention in the Holy quran?",(Quran 13:20)
1691,"This is a verse from the Holy Quran
""Those who join together those things which Allah hath commanded to be joined""
 where its mention in the Holy quran?",(Quran 13:21)
1692,"This is a verse from the Holy Quran
""Those who patiently persevere""
 where its mention in the Holy quran?",(Quran 13:22)
1693,"This is a verse from the Holy Quran
""Gardens of perpetual bliss: they shall enter there""
 where its mention in the Holy quran?",(Quran 13:23)
1694,"This is a verse from the Holy Quran
""""Peace unto you for that ye persevered in patience! Now how excellent is the final home!""""
 where its mention in the Holy quran?",(Quran 13:24)
1695,"This is a verse from the Holy Quran
""But those who break the Covenant of Allah""
 where its mention in the Holy quran?",(Quran 13:25)
1696,"This is a verse from the Holy Quran
""Allah doth enlarge""
 where its mention in the Holy quran?",(Quran 13:26)
1697,"This is a verse from the Holy Quran
""The Unbelievers say: ""Why is not a sign sent down to him from his Lord?"" Say: ""Truly Allah leaveth""
 where its mention in the Holy quran?",(Quran 13:27)
1698,"This is a verse from the Holy Quran
""""Those who believe""
 where its mention in the Holy quran?",(Quran 13:28)
1699,"This is a verse from the Holy Quran
""""For those who believe and work righteousness""
 where its mention in the Holy quran?",(Quran 13:29)
1700,"This is a verse from the Holy Quran
""Thus have we sent thee amongst a People before whom (long since) have (other) Peoples (gone and) passed away; in order that thou mightest rehearse unto them what We send down unto thee by inspiration; yet do they reject (Him)""
 where its mention in the Holy quran?",(Quran 13:30)
1701,"This is a verse from the Holy Quran
""If there were a Qur�an with which mountains were moved""
 where its mention in the Holy quran?",(Quran 13:31)
1702,"This is a verse from the Holy Quran
""Mocked were (many) messengers before thee: but I granted respite to the unbelievers""
 where its mention in the Holy quran?",(Quran 13:32)
1703,"This is a verse from the Holy Quran
""Is then He who standeth over every soul (and knoweth) all that it doth""
 where its mention in the Holy quran?",(Quran 13:33)
1704,"This is a verse from the Holy Quran
""For them is a penalty in the life of this world""
 where its mention in the Holy quran?",(Quran 13:34)
1705,"This is a verse from the Holy Quran
""The parable of the Garden which the righteous are promised!- beneath it flow rivers: perpetual is the enjoyment thereof and the shade therein: such is the end of the Righteous; and the end of Unbelievers in the Fire.""
 where its mention in the Holy quran?",(Quran 13:35)
1706,"This is a verse from the Holy Quran
""Those to whom We have given the Book rejoice at what hath been revealed unto thee: but there are among the clans those who reject a part thereof. Say: ""I am commanded to worship Allah""
 where its mention in the Holy quran?",(Quran 13:36)
1707,"This is a verse from the Holy Quran
""Thus have We revealed it to be a judgment of authority in Arabic. Wert thou to follow their (vain) desires after the knowledge which hath reached thee""
 where its mention in the Holy quran?",(Quran 13:37)
1708,"This is a verse from the Holy Quran
""We did send messengers before thee""
 where its mention in the Holy quran?",(Quran 13:38)
1709,"This is a verse from the Holy Quran
""Allah doth blot out or confirm what He pleaseth: with Him is the Mother of the Book.""
 where its mention in the Holy quran?",(Quran 13:39)
1710,"This is a verse from the Holy Quran
""Whether We shall show thee (within thy life-time) part of what we promised them or take to ourselves thy soul (before it is all accomplished)""
 where its mention in the Holy quran?",(Quran 13:40)
1711,"This is a verse from the Holy Quran
""See they not that We gradually reduce the land (in their control) from its outlying borders? (Where) Allah commands""
 where its mention in the Holy quran?",(Quran 13:41)
1712,"This is a verse from the Holy Quran
""Those before them did (also) devise plots; but in all things the master-planning is Allah�s He knoweth the doings of every soul: and soon will the Unbelievers know who gets home in the end.""
 where its mention in the Holy quran?",(Quran 13:42)
1713,"This is a verse from the Holy Quran
""The Unbelievers say: ""No messenger art thou."" Say: ""Enough for a witness between me and you is Allah""
 where its mention in the Holy quran?",(Quran 13:43)
1714,"This is a verse from the Holy Quran
""A. L. R. A Book which We have revealed unto thee""
 where its mention in the Holy quran?",(Quran 14:1)
1715,"This is a verse from the Holy Quran
""Of Allah""
 where its mention in the Holy quran?",(Quran 14:2)
1716,"This is a verse from the Holy Quran
""Those who love the life of this world more than the Hereafter""
 where its mention in the Holy quran?",(Quran 14:3)
1717,"This is a verse from the Holy Quran
""We sent not a messenger except (to teach) in the language of his (own) people""
 where its mention in the Holy quran?",(Quran 14:4)
1718,"This is a verse from the Holy Quran
""We sent Moses with Our signs (and the command). ""Bring out thy people from the depths of darkness into light""
 where its mention in the Holy quran?",(Quran 14:5)
1719,"This is a verse from the Holy Quran
""Remember! Moses said to his people: ""Call to mind the favour of Allah to you when He delivered you from the people of Pharaoh: they set you hard tasks and punishments""
 where its mention in the Holy quran?",(Quran 14:6)
1720,"This is a verse from the Holy Quran
""And remember! your Lord caused to be declared (publicly): ""If ye are grateful""
 where its mention in the Holy quran?",(Quran 14:7)
1721,"This is a verse from the Holy Quran
""And Moses said: ""If ye show ingratitude""
 where its mention in the Holy quran?",(Quran 14:8)
1722,"This is a verse from the Holy Quran
""Has not the story reached you""
 where its mention in the Holy quran?",(Quran 14:9)
1723,"This is a verse from the Holy Quran
""Their messengers said: ""Is there a doubt about Allah""
 where its mention in the Holy quran?",(Quran 14:10)
1724,"This is a verse from the Holy Quran
""Their messengers said to them: ""True""
 where its mention in the Holy quran?",(Quran 14:11)
1725,"This is a verse from the Holy Quran
""""No reason have we why we should not put our trust on Allah. Indeed He Has guided us to the Ways we (follow). We shall certainly bear with patience all the hurt you may cause us. For those who put their trust should put their trust on Allah.""""
 where its mention in the Holy quran?",(Quran 14:12)
1726,"This is a verse from the Holy Quran
""And the Unbelievers said to their messengers: ""Be sure we shall drive you out of our land""
 where its mention in the Holy quran?",(Quran 14:13)
1727,"This is a verse from the Holy Quran
""""And verily We shall cause you to abide in the land""
 where its mention in the Holy quran?",(Quran 14:14)
1728,"This is a verse from the Holy Quran
""But they sought victory and decision (there and then)""
 where its mention in the Holy quran?",(Quran 14:15)
1729,"This is a verse from the Holy Quran
""In front of such a one is Hell""
 where its mention in the Holy quran?",(Quran 14:16)
1730,"This is a verse from the Holy Quran
""In gulps will he sip it""
 where its mention in the Holy quran?",(Quran 14:17)
1731,"This is a verse from the Holy Quran
""The parable of those who reject their Lord is that their works are as ashes""
 where its mention in the Holy quran?",(Quran 14:18)
1732,"This is a verse from the Holy Quran
""Seest thou not that Allah created the heavens and the earth in Truth? If He so will""
 where its mention in the Holy quran?",(Quran 14:19)
1733,"This is a verse from the Holy Quran
""Nor is that for Allah any great matter.""
 where its mention in the Holy quran?",(Quran 14:20)
1734,"This is a verse from the Holy Quran
""They will all be marshalled before Allah together: then will the weak say to those who were arrogant""
 where its mention in the Holy quran?",(Quran 14:21)
1735,"This is a verse from the Holy Quran
""And Satan will say when the matter is decided: ""It was Allah Who gave you a promise of Truth: I too promised""
 where its mention in the Holy quran?",(Quran 14:22)
1736,"This is a verse from the Holy Quran
""But those who believe and work righteousness will be admitted to gardens beneath which rivers flow""
 where its mention in the Holy quran?",(Quran 14:23)
1737,"This is a verse from the Holy Quran
""Seest thou not how Allah sets forth a parable? - A goodly word like a goodly tree""
 where its mention in the Holy quran?",(Quran 14:24)
1738,"This is a verse from the Holy Quran
""It brings forth its fruit at all times""
 where its mention in the Holy quran?",(Quran 14:25)
1739,"This is a verse from the Holy Quran
""And the parable of an evil Word is that of an evil tree: It is torn up by the root from the surface of the earth: it has no stability.""
 where its mention in the Holy quran?",(Quran 14:26)
1740,"This is a verse from the Holy Quran
""Allah will establish in strength those who believe""
 where its mention in the Holy quran?",(Quran 14:27)
1741,"This is a verse from the Holy Quran
""Hast thou not turned thy vision to those who have changed the favour of Allah. Into blasphemy and caused their people to descend to the House of Perdition?-""
 where its mention in the Holy quran?",(Quran 14:28)
1742,"This is a verse from the Holy Quran
""Into Hell? They will burn therein""
 where its mention in the Holy quran?",(Quran 14:29)
1743,"This is a verse from the Holy Quran
""And they set up (idols) as equal to Allah""
 where its mention in the Holy quran?",(Quran 14:30)
1744,"This is a verse from the Holy Quran
""Speak to my servants who have believed""
 where its mention in the Holy quran?",(Quran 14:31)
1745,"This is a verse from the Holy Quran
""It is Allah Who hath created the heavens and the earth and sendeth down rain from the skies""
 where its mention in the Holy quran?",(Quran 14:32)
1746,"This is a verse from the Holy Quran
""And He hath made subject to you the sun and the moon""
 where its mention in the Holy quran?",(Quran 14:33)
