,prompt,completion
1185, (Let not the unbelievers think that they can get the better (of the godly): they will never frustrate (them).) give me the refrence,"Refrence: (8,59)"
1186, (Against them make ready your strength to the utmost of your power) give me the refrence,"Refrence: (8,60)"
1187, (But if the enemy incline towards peace) give me the refrence,"Refrence: (8,61)"
1188, (Should they intend to deceive thee) give me the refrence,"Refrence: (8,62)"
1189, (And (moreover) He hath put affection between their hearts: not if thou hadst spent all that is in the earth) give me the refrence,"Refrence: (8,63)"
1190, (O Prophet! sufficient unto thee is Allah) give me the refrence,"Refrence: (8,64)"
1191, (O Prophet! rouse the Believers to the fight. If there are twenty amongst you) give me the refrence,"Refrence: (8,65)"
1192, (For the present) give me the refrence,"Refrence: (8,66)"
1193, (It is not fitting for a prophet that he should have prisoners of war until he hath thoroughly subdued the land. Ye look for the temporal goods of this world; but Allah looketh to the Hereafter: And Allah is Exalted in might) give me the refrence,"Refrence: (8,67)"
1194, (Had it not been for a previous ordainment from Allah) give me the refrence,"Refrence: (8,68)"
1195, (But (now) enjoy what ye took in war) give me the refrence,"Refrence: (8,69)"
1196," (O Prophet! say to those who are captives in your hands: ""If Allah findeth any good in your hearts) give me the refrence","Refrence: (8,70)"
1197, (But if they have treacherous designs against thee) give me the refrence,"Refrence: (8,71)"
1198, (Those who believed) give me the refrence,"Refrence: (8,72)"
1199, (The Unbelievers are protectors) give me the refrence,"Refrence: (8,73)"
1200, (Those who believe) give me the refrence,"Refrence: (8,74)"
1201, (And those who accept Faith subsequently) give me the refrence,"Refrence: (8,75)"
1202, (A (declaration) of immunity from Allah and His Messenger) give me the refrence,"Refrence: (9,1)"
1203, (Go ye) give me the refrence,"Refrence: (9,2)"
1204, (And an announcement from Allah and His Messenger) give me the refrence,"Refrence: (9,3)"
1205, ((But the treaties are) not dissolved with those Pagans with whom ye have entered into alliance and who have not subsequently failed you in aught) give me the refrence,"Refrence: (9,4)"
1206, (But when the forbidden months are past) give me the refrence,"Refrence: (9,5)"
1207, (If one amongst the Pagans ask thee for asylum) give me the refrence,"Refrence: (9,6)"
1208, (How can there be a league) give me the refrence,"Refrence: (9,7)"
1209, (How (can there be such a league)) give me the refrence,"Refrence: (9,8)"
1210, (The Signs of Allah have they sold for a miserable price) give me the refrence,"Refrence: (9,9)"
1211, (In a Believer they respect not the ties either of kinship or of covenant! It is they who have transgressed all bounds.) give me the refrence,"Refrence: (9,10)"
1212, (But (even so)) give me the refrence,"Refrence: (9,11)"
1213, (But if they violate their oaths after their covenant) give me the refrence,"Refrence: (9,12)"
1214, (Will ye not fight people who violated their oaths) give me the refrence,"Refrence: (9,13)"
1215, (Fight them) give me the refrence,"Refrence: (9,14)"
1216, (And still the indignation of their hearts. For Allah will turn (in mercy) to whom He will; and Allah is All-Knowing) give me the refrence,"Refrence: (9,15)"
1217, (Or think ye that ye shall be abandoned) give me the refrence,"Refrence: (9,16)"
1218, (It is not for such as join gods with Allah) give me the refrence,"Refrence: (9,17)"
1219, (The mosques of Allah shall be visited and maintained by such as believe in Allah and the Last Day) give me the refrence,"Refrence: (9,18)"
1220, (Do ye make the giving of drink to pilgrims) give me the refrence,"Refrence: (9,19)"
1221, (Those who believe) give me the refrence,"Refrence: (9,20)"
1222, (Their Lord doth give them glad tidings of a Mercy from Himself) give me the refrence,"Refrence: (9,21)"
1223, (They will dwell therein for ever. Verily in Allah�s presence is a reward) give me the refrence,"Refrence: (9,22)"
1224, (O ye who believe! take not for protectors your fathers and your brothers if they love infidelity above Faith: if any of you do so) give me the refrence,"Refrence: (9,23)"
1225, (Say: If it be that your fathers) give me the refrence,"Refrence: (9,24)"
1226, (Assuredly Allah did help you in many battle-fields and on the day of Hunain: Behold! your great numbers elated you) give me the refrence,"Refrence: (9,25)"
1227, (But Allah did pour His calm on the Messenger and on the Believers) give me the refrence,"Refrence: (9,26)"
1228, (Again will Allah) give me the refrence,"Refrence: (9,27)"
1229, (O ye who believe! Truly the Pagans are unclean; so let them not) give me the refrence,"Refrence: (9,28)"
1230, (Fight those who believe not in Allah nor the Last Day) give me the refrence,"Refrence: (9,29)"
1231, (The Jews call �Uzair a son of Allah) give me the refrence,"Refrence: (9,30)"
1232, (They take their priests and their anchorites to be their lords in derogation of Allah) give me the refrence,"Refrence: (9,31)"
1233, (Fain would they extinguish Allah�s light with their mouths) give me the refrence,"Refrence: (9,32)"
1234, (It is He Who hath sent His Messenger with guidance and the Religion of Truth) give me the refrence,"Refrence: (9,33)"
1235, (O ye who believe! there are indeed many among the priests and anchorites) give me the refrence,"Refrence: (9,34)"
1236, (On the Day when heat will be produced out of that (wealth) in the fire of Hell) give me the refrence,"Refrence: (9,35)"
1237, (The number of months in the sight of Allah is twelve (in a year)- so ordained by Him the day He created the heavens and the earth; of them four are sacred: that is the straight usage. So wrong not yourselves therein) give me the refrence,"Refrence: (9,36)"
1238, (Verily the transposing (of a prohibited month) is an addition to Unbelief: the Unbelievers are led to wrong thereby: for they make it lawful one year) give me the refrence,"Refrence: (9,37)"
1239, (O ye who believe! what is the matter with you) give me the refrence,"Refrence: (9,38)"
1240, (Unless ye go forth) give me the refrence,"Refrence: (9,39)"
1241, (If ye help not (your leader)) give me the refrence,"Refrence: (9,40)"
1242, (Go ye forth) give me the refrence,"Refrence: (9,41)"
1243, (If there had been immediate gain (in sight)) give me the refrence,"Refrence: (9,42)"
1244, (Allah give thee grace! why didst thou grant them until those who told the truth were seen by thee in a clear light) give me the refrence,"Refrence: (9,43)"
1245, (Those who believe in Allah and the Last Day ask thee for no exemption from fighting with their goods and persons. And Allah knoweth well those who do their duty.) give me the refrence,"Refrence: (9,44)"
1246, (Only those ask thee for exemption who believe not in Allah and the Last Day) give me the refrence,"Refrence: (9,45)"
1247, (If they had intended to come out) give me the refrence,"Refrence: (9,46)"
1248, (If they had come out with you) give me the refrence,"Refrence: (9,47)"
1249, (Indeed they had plotted sedition before) give me the refrence,"Refrence: (9,48)"
1250," (Among them is (many) a man who says: ""Grant me exemption and draw me not into trial."" Have they not fallen into trial already? and indeed Hell surrounds the Unbelievers (on all sides).) give me the refrence","Refrence: (9,49)"
1251, (If good befalls thee) give me the refrence,"Refrence: (9,50)"
1252," (Say: ""Can you expect for us (any fate) other than one of two glorious things- (Martyrdom or victory)? But we can expect for you either that Allah will send his punishment from Himself) give me the refrence","Refrence: (9,52)"
1253," (Say: ""Spend (for the cause) willingly or unwillingly: not from you will it be accepted: for ye are indeed a people rebellious and wicked."") give me the refrence","Refrence: (9,53)"
1254, (The only reasons why their contributions are not accepted are: that they reject Allah and His Messenger; that they come to prayer without earnestness; and that they offer contributions unwillingly.) give me the refrence,"Refrence: (9,54)"
1255, (Let not their wealth nor their (following in) sons dazzle thee: in reality Allah�s plan is to punish them with these things in this life) give me the refrence,"Refrence: (9,55)"
1256, (They swear by Allah that they are indeed of you; but they are not of you: yet they are afraid (to appear in their true colours).) give me the refrence,"Refrence: (9,56)"
1257, (If they could find a place to flee to) give me the refrence,"Refrence: (9,57)"
1258, (And among them are men who slander thee in the matter of (the distribution of) the alms: if they are given part thereof) give me the refrence,"Refrence: (9,58)"
1259, (If only they had been content with what Allah and His Messenger gave them) give me the refrence,"Refrence: (9,59)"
1260, (Alms are for the poor and the needy) give me the refrence,"Refrence: (9,60)"
1261, (Among them are men who molest the Prophet and say) give me the refrence,"Refrence: (9,61)"
1262, (To you they swear by Allah. In order to please you: But it is more fitting that they should please Allah and His Messenger) give me the refrence,"Refrence: (9,62)"
1263, (Know they not that for those who oppose Allah and His Messenger) give me the refrence,"Refrence: (9,63)"
1264, (The Hypocrites are afraid lest a Sura should be sent down about them) give me the refrence,"Refrence: (9,64)"
1265, (If thou dost question them) give me the refrence,"Refrence: (9,65)"
1266, (Make ye no excuses: ye have rejected Faith after ye had accepted it. If We pardon some of you) give me the refrence,"Refrence: (9,66)"
1267, (The Hypocrites) give me the refrence,"Refrence: (9,67)"
1268, (Allah hath promised the Hypocrites men and women) give me the refrence,"Refrence: (9,68)"
1269, (As in the case of those before you: they were mightier than you in power) give me the refrence,"Refrence: (9,69)"
1270, (Hath not the story reached them of those before them?- the People of Noah) give me the refrence,"Refrence: (9,70)"
