,prompt,completion
981,"  Answer the Query based on the contexts, if it's not in the contexts say 'I don't know the answer

Context:Holy Quran

 Query: """"Such as took their religion to be mere amusement and play"" where its mention in the Holy quran?

Answer in the language of Query, if Query is in English Answer in English. Please provide reference Quran verses.",the refrence in the Holy Quran: (Quran 7:51)
982,"  Answer the Query based on the contexts, if it's not in the contexts say 'I don't know the answer

Context:Holy Quran

 Query: ""For We had certainly sent unto them a Book"" where its mention in the Holy quran?

Answer in the language of Query, if Query is in English Answer in English. Please provide reference Quran verses.",the refrence in the Holy Quran: (Quran 7:52)
983,"  Answer the Query based on the contexts, if it's not in the contexts say 'I don't know the answer

Context:Holy Quran

 Query: ""Do they just wait for the final fulfilment of the event? On the day the event is finally fulfilled"" where its mention in the Holy quran?

Answer in the language of Query, if Query is in English Answer in English. Please provide reference Quran verses.",the refrence in the Holy Quran: (Quran 7:53)
984,"  Answer the Query based on the contexts, if it's not in the contexts say 'I don't know the answer

Context:Holy Quran

 Query: ""Your Guardian-Lord is Allah"" where its mention in the Holy quran?

Answer in the language of Query, if Query is in English Answer in English. Please provide reference Quran verses.",the refrence in the Holy Quran: (Quran 7:54)
985,"  Answer the Query based on the contexts, if it's not in the contexts say 'I don't know the answer

Context:Holy Quran

 Query: ""Call on your Lord with humility and in private: for Allah loveth not those who trespass beyond bounds."" where its mention in the Holy quran?

Answer in the language of Query, if Query is in English Answer in English. Please provide reference Quran verses.",the refrence in the Holy Quran: (Quran 7:55)
986,"  Answer the Query based on the contexts, if it's not in the contexts say 'I don't know the answer

Context:Holy Quran

 Query: ""Do no mischief on the earth"" where its mention in the Holy quran?

Answer in the language of Query, if Query is in English Answer in English. Please provide reference Quran verses.",the refrence in the Holy Quran: (Quran 7:56)
987,"  Answer the Query based on the contexts, if it's not in the contexts say 'I don't know the answer

Context:Holy Quran

 Query: ""It is He Who sendeth the winds like heralds of glad tidings"" where its mention in the Holy quran?

Answer in the language of Query, if Query is in English Answer in English. Please provide reference Quran verses.",the refrence in the Holy Quran: (Quran 7:57)
988,"  Answer the Query based on the contexts, if it's not in the contexts say 'I don't know the answer

Context:Holy Quran

 Query: ""From the land that is clean and good"" where its mention in the Holy quran?

Answer in the language of Query, if Query is in English Answer in English. Please provide reference Quran verses.",the refrence in the Holy Quran: (Quran 7:58)
989,"  Answer the Query based on the contexts, if it's not in the contexts say 'I don't know the answer

Context:Holy Quran

 Query: ""We sent Noah to his people. He said: ""O my people! worship Allah! ye have no other god but Him. I fear for you the punishment of a dreadful day!"" where its mention in the Holy quran?

Answer in the language of Query, if Query is in English Answer in English. Please provide reference Quran verses.",the refrence in the Holy Quran: (Quran 7:59)
990,"  Answer the Query based on the contexts, if it's not in the contexts say 'I don't know the answer

Context:Holy Quran

 Query: ""The leaders of his people said: ""Ah! we see thee evidently wandering (in mind)."""" where its mention in the Holy quran?

Answer in the language of Query, if Query is in English Answer in English. Please provide reference Quran verses.",the refrence in the Holy Quran: (Quran 7:60)
991,"  Answer the Query based on the contexts, if it's not in the contexts say 'I don't know the answer

Context:Holy Quran

 Query: ""He said: ""O my people! No wandering is there in my (mind): on the contrary I am a messenger from the Lord and Cherisher of the worlds!"" where its mention in the Holy quran?

Answer in the language of Query, if Query is in English Answer in English. Please provide reference Quran verses.",the refrence in the Holy Quran: (Quran 7:61)
992,"  Answer the Query based on the contexts, if it's not in the contexts say 'I don't know the answer

Context:Holy Quran

 Query: """"I but fulfil towards you the duties of my Lord�s mission: Sincere is my advice to you"" where its mention in the Holy quran?

Answer in the language of Query, if Query is in English Answer in English. Please provide reference Quran verses.",the refrence in the Holy Quran: (Quran 7:62)
993,"  Answer the Query based on the contexts, if it's not in the contexts say 'I don't know the answer

Context:Holy Quran

 Query: """"Do ye wonder that there hath come to you a message from your Lord"" where its mention in the Holy quran?

Answer in the language of Query, if Query is in English Answer in English. Please provide reference Quran verses.",the refrence in the Holy Quran: (Quran 7:63)
994,"  Answer the Query based on the contexts, if it's not in the contexts say 'I don't know the answer

Context:Holy Quran

 Query: ""But they rejected him"" where its mention in the Holy quran?

Answer in the language of Query, if Query is in English Answer in English. Please provide reference Quran verses.",the refrence in the Holy Quran: (Quran 7:64)
995,"  Answer the Query based on the contexts, if it's not in the contexts say 'I don't know the answer

Context:Holy Quran

 Query: ""To the �Ad people"" where its mention in the Holy quran?

Answer in the language of Query, if Query is in English Answer in English. Please provide reference Quran verses.",the refrence in the Holy Quran: (Quran 7:65)
996,"  Answer the Query based on the contexts, if it's not in the contexts say 'I don't know the answer

Context:Holy Quran

 Query: ""The leaders of the Unbelievers among his people said: ""Ah! we see thou art an imbecile!"" and ""We think thou art a liar!"""" where its mention in the Holy quran?

Answer in the language of Query, if Query is in English Answer in English. Please provide reference Quran verses.",the refrence in the Holy Quran: (Quran 7:66)
997,"  Answer the Query based on the contexts, if it's not in the contexts say 'I don't know the answer

Context:Holy Quran

 Query: ""He said: ""O my people! I am no imbecile"" where its mention in the Holy quran?

Answer in the language of Query, if Query is in English Answer in English. Please provide reference Quran verses.",the refrence in the Holy Quran: (Quran 7:67)
998,"  Answer the Query based on the contexts, if it's not in the contexts say 'I don't know the answer

Context:Holy Quran

 Query: """"I but fulfil towards you the duties of my Lord�s mission: I am to you a sincere and trustworthy adviser."" where its mention in the Holy quran?

Answer in the language of Query, if Query is in English Answer in English. Please provide reference Quran verses.",the refrence in the Holy Quran: (Quran 7:68)
999,"  Answer the Query based on the contexts, if it's not in the contexts say 'I don't know the answer

Context:Holy Quran

 Query: """"Do ye wonder that there hath come to you a message from your Lord through a man of your own people"" where its mention in the Holy quran?

Answer in the language of Query, if Query is in English Answer in English. Please provide reference Quran verses.",the refrence in the Holy Quran: (Quran 7:69)
